sku,titulo,variante,Unidad,Unidades x dosis,contenido,dosis_totales,confianza,fuente,evidencia
VHMX02365,Vitamina D3 + K2 vegana de MaryRuth’s | Apoya la salud del sistema inmunológico | 30 ml,30 ml,Sprays,8,30,30,alta,imagen,"etiqueta (img_1): Serving Size 8 Sprays (1 mL), Servings Per Container 30. Contenido 30 ml."
VHMX02369,"Vitamina E líquida MaryRuth’s | Bienestar de piel, cabello y uñas  | Gotas 60 ml",60 ml,Gotas,30,60,60,alta,imagen,"etiqueta (img_1): Serving Size 30 Drops (1 mL), Servings Per Container 60. Contenido 60 ml."
VHMX02392,D3+B12 Organico de Mary Ruth´s | Estado de ánimo y Soporte celular | 60 Gomitas,60 Gomitas / Cereza,Gomitas,1,60,60,alta,texto,consumir 1 gomita
VHMX02359,Multivitaminico Organico Para Hombres de Mary Ruth´s | Soporte Cognitivo e Inmunológico | 60 Gomitas,60 Gomitas / Cereza y Frambuesa,Gomitas,2,60,30,alta,imagen,"etiqueta (img_1): Serving Size 2 Gummies, Servings Per Container 30. Contenido 60 gomitas totales. dosis=2 completado desde etiqueta."
VHMX02358,Multivitaminico Organico Para Mujeres de Mary Ruth´s | Bienestar Ocular y de la piel | 60 Gomitas,60 Gomitas / Cereza,Gomitas,2,60,30,alta,imagen,"etiqueta: Serving Size 2 Gummies, Servings Per Container 30"
VHMX02390,Vitamina C de Mary Ruth´s | Soporte inmune | 60 Gomitas,60 Gomitas / Limón,Gomitas,1,60,60,alta,texto,Tomar 1 gomita
VHMX02379,"Vitamina D3 en Gomitas, MaryRuth’s | Huesos y Dientes Fuertes | 60 Gomitas",60 Gomitas,Gomitas,1,60,60,alta,texto,consumir para niños y adultos Modo de uso Niños de 2-3 años: 1 gomita
VHMX02370,Vitamina B12 Metilcobalamina Spray Orgánico MaryRuth’s | Sistema nervioso | 30 ml,30 ml,Sprays,2,30,120,alta,imagen,"etiqueta: Serving Size 2 Sprays (0.25 mL), Servings Per Container 120"
VHMX02354,"Cardo Mariano Orgánico Líquido, MaryRuth’s,|  Apoyo hepático y antioxidante| 30 ml",30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02407,Astrágalo Orgánico en Gotas de MaryRuth’s | Sistema inmune y energía | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02356,"Hierro Orgánico Líquido para Niños, MaryRuth’s | Energía y Vitalidad Infantil | 60 ml",60 ml,Gotas,1,60,60,alta,imagen,"etiqueta: Serving Size 1 mL (30 drops), Servings Per Container 60. Dosis en mL (1), unidad Gotas corregida desde ml del batch"
VHMX02404,"Multivitamínico Orgánico Infantil, MaryRuth’s| Apoya el crecimiento y fortalecimiento óseo | 60 ml",60 ml,Gotas,60,60,30,alta,imagen,"etiqueta: Serving Size 60 Drops (2 mL), Servings Per Container 30. Unidad Gotas corregida desde ml del batch"
VHMX02372,Gomitas para Dormir con L-Teanina y Flor de Manzanilla | Sueño y Descanso |  60 gomitas,60 gomitas,Gomitas,2,60,30,alta,texto,Consumir 2 gomitas
VHMX02381,Gomitas de Omega-3 Vegano de MaryRuth’s | Bienestar Cardiovascular | 60 gomitas,60 gomitas,Gomitas,1,60,60,alta,texto,Consumir 1 gomita
VHMX02403,Musgo marino de MaryRuth’s | Favorece la salud digestiva | 60 gomitas,60 gomitas,Gomitas,2,60,30,alta,texto,Consumir 2 gomitas
VHMX02382,Sea Moss Extracto de Algas líquido MaryRuth’s | Apoya la energía y el bienestar celular | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02360,Multivitamínico para niños pequeños de MaryRuth’s | Refuerza el sistema inmune | 60 gomitas,60 gomitas,Gomitas,1,60,60,alta,texto,tomar 1 gomita
VHMX02349,Multivitamínico con Postbióticos de MaryRuth’s | Desarrollo Infantil | 60 Gomitas,60 gomitas / Frutos Rojos,Gomitas,1,60,60,alta,texto,Tomar 1 gomita
VHMX02375,Vitamina C para niños de MaryRuth’s| Función Inmunológica | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30. Unidad Gotas corregida desde ml del batch"
VHMX02386,"Vitamina C Líquida Orgánica para Bebés, MaryRuth’s | Apoyo inmune |60 ml",60 ml,Gotas,60,60,30,alta,imagen,"etiqueta: Serving Size 60 Drops (2 mL), Servings Per Container 30. Unidad Gotas corregida desde ml del batch"
VHMX02399,Carbón Activado en Cápsulas de MaryRuth’s | Detox Natural | 40 cápsulas,40 Cápsulas,Cápsulas,2,40,20,alta,texto,Tomar 2 cápsulas
VHMX02342,Omega-3 para Niños de MaryRuths | Bienestar y Desarrollo Infantil | 60 Gomitas,60 gomitas,Gomitas,1,60,60,alta,texto,tomar 1 gomita
VHMX02384,Vitamina D3 Líquida Orgánica para Niños de MaryRuth’s | Apoyo huesos e inmunidad | 15 ml,15 ml,Gotas,15,15,30,alta,imagen,"etiqueta: Serving Size 15 Drops (0.5 mL), Servings Per Container 30"
VHMX02395,"Vitamina C Líquida Orgánica para Niños, MaryRuth’s | Apoyo inmune y antioxidante |  60 ml",60 ml,Gotas,60,60,30,alta,imagen,"etiqueta: Serving Size 60 Drops (2 mL), Servings Per Container 30"
VHMX02402,Zinc Iónico Orgánico Líquido para Infantes| Apoyo Inmune | 60 ml,60 ml,Sprays,3,60,30,alta,imagen,"etiqueta: Serving Size 3 Pumps (2 mL), Servings Per Container 30. Unidad Sprays corregida desde ml del batch"
VHMX02385,"Extracto Líquido Kava Orgánico, Calming de MaryRuth’s | Relajación y descanso | 30 ml",30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30. Dosis corregida de 1 (ml) a 30 (gotas); unidad Gotas corregida desde ml del batch"
VHMX02377,Extracto Líquido Orgánico de Melena de Leon de MaryRuth’s | Apoya el equilibrio y bienestar del sistema nervioso | 30 ml,30 ml,Gotas,15,30,60,alta,imagen,"etiqueta: Serving Size 15 Drops (0.5 mL), Servings Per Container 60. Unidad Gotas corregida desde ml del batch"
VHMX02376,Extracto Líquido Orgánico de hongos de MaryRuth’s | Equilibrio y bienestar general | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02371,"Extracto de gordolobo, raíz de malvavisco, baya de saúco europeo, cáscara de naranja y flor de caléndula de MaryRuth’s |",30 ml,Gotas,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL, Servings Per Container About 30. Dosis en mL; unidad Gotas corregida desde ml del batch (producto de gotero)"
VHMX02405,Extracto Líquido Orgánico Ortiga de MaryRuth’s | Fitonutrientes y antioxidantes | 30 ml,30 ml,Gotas,15,30,60,alta,imagen,"etiqueta: Serving Size 15 Drops (0.5 mL), Servings Per Container 60"
VHMX02380,Extracto Líquido Orgánico Cúrcuma de MaryRuth’s | Favorece el equilibrio y bienestar general | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30. Dosis corregida de 1 (ml) a 30 (gotas); unidad Gotas corregida desde ml del batch"
VHMX02374,Extracto Líquido Raíz de Valeriana Orgánica de MaryRuth’s | Relajación Natural | 30 ml,30 ml,Gotas,15,30,60,alta,imagen,"etiqueta img_2: Serving Size 15 Drops (0.5 mL), Servings Per Container 60. Unidad Gotas corregida desde ml del batch"
VHMX02397,"Gomitas Orgánicas Vitamina C de MaryRuth’s | Favorece la producción de colágeno para piel y tejidos| 60 gummies,",60 gomitas,Gomitas,3,60,20,alta,texto,Tomar 3 gomitas
VHMX02351,"Zinc Iónico Orgánico Líquido, MaryRuth’s| Energía celular y regeneración | 120 ml",120 ml,Gotas,24,120,150,media,imagen,"etiqueta: múltiples serving sizes por edad — 6-12m y 1-3 años: 24 Drops (0.8 mL) ~150 servings; 4+ años: 3.5 mL ~40 servings. Se toma la porción más frecuente (6-12m/1-3 años): dosis=24 gotas, dosis_totales=150"
VHMX02378,Enzimas digestivas de MaryRuth’s| Apoyo a la Digestión| 60 cápsulas,60 Cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX02388,Vitamina D3 Vegana Spray Líquido de MaryRuth’s | Apoya el sistema inmune| 30 ml,30 ml,Sprays,8,30,30,alta,imagen,"etiqueta: Serving Size 8 Sprays (1 mL), Servings Per Container 30"
VHMX02413,"Jengibre, hinojo, toronjil y manzanilla de MaryRuth’s| Relajación nocturna | 120 ml",120 ml,ml,4,120,30,alta,imagen,"etiqueta: Serving Size varía por edad (2mL / 4mL / 4mL), máximo 4 mL; Servings Per Container About 60/30/30 — para dosis máxima (4mL) = 30 porciones"
VHMX02345,Probiótico Líquido Orgánico de MaryRuth’s | Bienestar digestivo | 60 y 120 ml,120 ml,ml,3,120,40,alta,imagen,"etiqueta: Serving Size varía por edad (0.75mL / 1.5mL / 3mL), máximo 3 mL; contenido 120 ml → 120÷3=40 porciones"
VHMX02348,Probiótico Líquido Orgánico de MaryRuth’s | Bienestar digestivo | 60 y 120 ml,60 ml,ml,3,60,20,alta,imagen,"etiqueta: misma fórmula que VHMX02345, Serving Size máximo 3 mL; contenido 60 ml → 60÷3=20 porciones"
VHMX02357,Gomitas para Relajación Nocturna de MaryRuth’s | Bienestar Infantil | 60 gomitas,60 gomitas,Gomitas,1,60,60,alta,texto,tomar 1 gomita
VHMX02411,"Extracto Líquido Orgánico Uña del diablo, uña de gato, jengibre y regaliz | Articulaciones y movilidad | 30 ml",30 ml,ml,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL, Servings Per Container About 30"
VHMX02346,"Multivitaminico para Mujer + Lustriva Crecimiento del Cabello, Liposomal  de MaryRuth’s | Aporta antioxidantes esenciale",450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size 1 tablespoon (15 mL), Servings Per Container About 30"
VHMX02394,"Gray Guard Liposomal, MaryRuth’s| Apoya la pigmentación natural del cabello | 450 ml",450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size 1 tablespoon (15 mL), Servings Per Container About 30"
VHMX02366,Multivitamínico Mujer de MaryRuth’s | Refuerza el sistema inmunológico | 60 Cápsulas,60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gummies
VHMX02362,Combinado para el crecimiento del cabello de MaryRuth’s| Crecimiento capilar y cuidado de piel | 450 ml,450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size 1 Tablespoon (15 mL), Servings Per Container About 30"
VHMX02353,Gomitas con Melatonina y L-Teanina de MaryRuth’s | Contribuye al equilibrio del ritmo circadiano | 60 gomitas,60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX02363,Multivitamínico Liposomal Mujer 40+ de MaryRuth’s| Refuerza defensas e inmunidad | 450 ml,450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size 1 Tablespoon (15 mL), Servings Per Container 30"
VHMX02398,Multivitamínico  Liposomal para Hombre 40+ de MaryRuth’s | Promueve bienestar antioxidante y celular |450 ml,450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size 1 Tablespoon (15 mL), Servings Per Container 30"
VHMX02355,Vitamina C Liposomal Megadosis de MaryRuth’s | Promueve energía y vitalidad diaria | 225 ml,250 ml,Cucharadas,0.5,250,30,alta,imagen,"etiqueta: Serving Size 1/2 Tablespoon (7.5 mL), Servings Per Container About 30 — dosis corregida de 2 a 0.5 (batch tenía error)"
VHMX02412,"Fenogreco Orgánico, MaryRuth’s | Apoyo digestivo y hormonal |30 ml",30 ml,ml,1,30,30,alta,imagen,"etiqueta: Serving Size 1 mL, Servings Per Container About 30 — unidad corregida a ml (no Gotas), dosis corregida a 1"
VHMX02393,Multivitamínico líquido Essentials+ MaryRuth’s | Favorece el metabolismo energético diario| 887 ml,887 ml,Cucharadas,2,887,32,alta,imagen,"etiqueta: Serving Size varía por edad (1/2 tbsp / 1 tbsp / 2 tbsp), máximo 2 tbsp (30 mL); Servings Per Container About 32 para 14+ años"
VHMX02409,Multimineral nocturno niños de MaryRuth’s | Sueño y Descanso | 450 ml,450 ml,Cucharadas,1,450,30,alta,imagen,"etiqueta: Serving Size varía (1/2 tsp para 1-3yr / 1 tbsp para 4-13yr), máximo 1 tbsp (15 mL); Servings Per Container About 30 para 4-13yr"
VHMX02406,Gomitas para menopausia de MaryRuth’s| Contribuye al equilibrio del estado de ánimo | 60 Gomitas,60 gomitas,Gomitas,2,60,30,alta,texto,Tomar 2 gomitas
VHMX02344,"Multivitamínico + Hair Growth, MaryRuth’s | Crecimiento del Cabello | 60 gomitas",60 gomitas,Gomitas,2,60,30,alta,texto,Consumir 2 gomitas
VHMX02391,"Calcio K2 + D3, MaryRuth’s | Apoya la función celular y metabólica | 60 gomitas",60 gomitas,Gomitas,1,60,60,alta,texto,Tomar 1 gomita
VHMX02350,Gomitas para Inmunidad de Mary Ruth´s | 90 gomitas,90 gomitas,Gomitas,1,90,90,alta,imagen,"etiqueta: Serving Size 1 Gummy, Servings Per Container 90"
VHMX02400,Elderberry Organico de Mary Ruth´s | Soporte Inmunológico | 30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: producto 1 fl oz (~30ml) — Original Formula, Serving Size 14+ Years: 30 drops (1 mL), Servings Per Container 30"
VHMX02343,Hierro Liquido de Mary Ruth´s | Metabolismo Energético | 450 ml,450 ml,Cucharadas,1,450,32,alta,imagen,"etiqueta: Serving Size varía por edad (5mL / 10mL / 15mL / 5mL), máximo 1 tbsp (15 mL, 19-50yr); Servings Per Container About 32"
VHMX02352,Adaptógenos y Extractos Herbales MaryRuth’s | Energía mental y Concentración |30 ml,30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02364,"Mezcla de Ginseng asiático, Ginseng americano, Ashwagandha, Eleuthero, Maca, Vitality de MaryRuth’s | Suplemento Adaptóg",30 ml,Gotas,30,30,30,alta,imagen,"etiqueta: Serving Size 30 Drops (1 mL), Servings Per Container 30"
VHMX02408,Extracto líquido de Albahaca Sagrada  | Apoya la claridad mental y concentración | 30 ml,30 ml,ml,0.5,30,60,alta,imagen,"etiqueta: Serving Size 0.5 mL, Servings Per Container About 60"
VHMX02414,Immunity Gummies sin azúcar de MaryRuth’s | Favorecen la producción natural de defensas | 90 gomitas,90 gomitas,Gomitas,1,90,90,alta,imagen,"etiqueta: Serving Size 1 Gummy, Servings Per Container 90"
VHMX02361,Probióticos líquidos para niños de MaryRuth’s | Digestion y Equilibrio Intestinal |30 ml,30 ml,ml,,30,,baja,imagen,"ambas imágenes corresponden a otro producto (Immunity Gummies MaryRuth's), no hay etiqueta del probiótico líquido"
VHMX02340,Amino Complete de Now | Contribuye a mantener la masa muscular | 120 cápsulas,120 Cápsulas,Cápsulas vegetales,4,120,30,alta,texto,Tomar 4 cápsulas vegetales
VHMX02217,Arginina y Citrulina de NOW Sports | Favorece la circulación sanguínea | 120 cápsulas,120 Cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX02262,Aminoácidos BCAA 2600 mg de Now Sports | Favorece la recuperación muscular tras el ejercicio | 120 cápsulas,120 Cápsulas,Cápsulas vegetales,4,120,30,alta,texto,Tomar 4 cápsulas vegetales
VHMX02160,"5-HTP 50 mg, NOW Foods |Ayuda en el manejo del estrés cotidiano|  90 cápsulas",90 Cápsulas,Cápsulas,1,90,90,alta,texto,Consumir 1 cápsula vegetal
VHMX02162,Glicina 1000 mg de Now Foods 1000 mg | Contribuye a la salud del sistema nervioso | 100 Cápsulas vegetales,120 Cápsulas,Cápsulas,3,120,40,alta,texto,Tomar de 1 a 3 cápsulas
VHMX02195,"L-Lysine 1000 mg, NOW Foods | Refuerza la función inmunológica, piel, huesos y articulaciones | 100 tabletas",100 tabletas,Tabletas,1,100,100,alta,texto,Consumir 1 tableta
VHMX02307,L-Prolina 500 mg de Now Foods | Contribuye a la firmeza y elasticidad de la piel | 120 Cápsulas,100 Cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX02156,Taurina de NOW Foods 500 mg | Apoya la función cardiovascular y muscular | 100 cápsulas vegetales,100 cápsulas vegetales,Cápsulas vegetales,1,100,100,alta,texto,Tomar 1 cápsula
VHMX02327,L-Theanine 100 mg  | 90 Tabletas masticables,90 tabletas,Tabletas masticables,1,90,90,alta,texto,Tomar 1 tableta masticable
VHMX02245,True Calm de NOW | Complejo aminoácidos y valeriana | 90 cápsulas,90 capsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX02152,L-Triptófano 500 mg Now | Promueve la relajación natural | 60 Cápsulas,60 capsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX02311,BCAA en Polvo de Now| Recuperación Múscular | 340 g,340 gr,Cucharaditas,1.5,340,65,alta,imagen,"etiqueta: Serving Size 1½ Level Teaspoons (approx. 5.2g), Servings Per Container about 65"
VHMX02341,BCAA Blast Tropical Punch Now Sports | Resistencia y recuperación | 340 g,340 gr,Medidas,1,340,34,alta,imagen,"etiqueta: Serving Size 1 Level Scoop (approx. 17.5g), Servings Per Container about 34"
VHMX02326,"L-Serina 500 mg, Now| Favorece la función cerebral y la memoria|  120 Cápsulas",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX02254,Taurina en Polvo Puro de Now Foods | Contribuye al equilibrio de electrolitos en el cuerpo | 227 g,227 gr,Cucharaditas,0.25,227,227,alta,imagen,"etiqueta: Serving Size 1/4 Level Teaspoon (approx. 1g), Servings Per Container about 227 — batch tenía dosis=4 incorrecto"
VHMX02283,Vitamina D3 1000 IU de Now | Apoya del sistema inmune| 180 Cápsulas Masticables,180 Cápsulas,Tabletas masticables,1,180,180,alta,imagen,"etiqueta: Serving Size 1 Chewable Tablet; frasco: 180 Chewables — batch decía Tabletas, corregido a Tabletas masticables"
VHMX02218,Vitamina D2 1000 IU de Now | Apoyo huesos e inmunidad | 120 cápsulas,120 cápsulas,Cápsulas,1,120,120,alta,texto,Consumir 1 cápsula vegetal
VHMX02200,Complejo B-100 de Now Foods | Apoya la función cognitiva y concentración | 100 Cápsulas,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX02273,Vitamina B6 100 mg de Now | Equilibrio Energético Diario | 250 cápsulas,250 Cápsulas,Cápsulas,1,250,250,alta,texto,Tomar 1 cápsula vegetal
VHMX02207,Vitamina B12 Methyl B-12 NOW 5000 mcg | Función cognitiva y memoria | 120 pastillas,120 Pastillas,Tabletas masticables,1,120,120,alta,imagen,"etiqueta: Serving Size 1 Lozenge (lozenge = pastilla masticable/disoluble), 120 unidades"
VHMX02205,Betaína TMG de NOW | Metabolismo de la Homocisteína | 100 Tabletas,100 tabletas,Tabletas,3,100,33.3,alta,texto,Tomar 3 tabletas
VHMX02168,"Methyl B-12, Vitamina B12 de NOW Foods 1000 mcg | Apoya el funcionamiento del sistema nervioso | 100 tabletas",100 pastillas,Tabletas,1,100,100,alta,texto,Disolver 1 tableta
VHMX02317,Colina 300 mg de Now | Sistema de Nervioso | 100 Cápsulas,100 Cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX02164,"Vitamina C 1000 mg con Rosa Mosqueta de Now Foods | Refuerza el sistema inmunológico, contribuye a la formación de colág",100 Tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX02224,"Vitamina C-1000 NOW | Beneficia piel, huesos y articulaciones | 250 tabletas",250 tabletas,Tabletas,1,250,250,alta,texto,Tomar 1 tableta
VHMX02158,"Vitamina C 1000 mg de NOW Foods | Funcionamiento inmunitario, antioxidante  | 250 Tabletas",250 tabletas,Tabletas,1,250,250,alta,texto,Tomar 1 tableta
VHMX02235,Complejo de Vitamina C-1000 mg de NOW Food | Inmunidad y Colágeno | 180 Tabletas,180 tabletas,Tabletas,1,180,180,alta,texto,Tomar 1 tableta
VHMX02260,Vitamina C Ascorbato de Sodio de Now Foods |  Forma de vitamina C suave para el estómago| 227 g,227 gr,Cucharaditas,0.5,227,119,alta,imagen,"etiqueta: Serving Size 1/2 Level Teaspoon (1.9g), Servings Per Container about 119 — batch tenía dosis=2 incorrecto"
VHMX02292,"Vitamina E-200 de Now Foods | Protección de la piel, sistema inmune | 100 Cápsulas blandas",100 Cápsulas,Softgels,1,100,100,alta,texto,Tomar 1 cápsula blanda
VHMX02271,Vitamina E 1000 IU de Now | Antioxidante natural |50 Cápsulas,50 Cápsulas,Softgels,1,50,50,alta,texto,Tomar 1 cápsula blanda
VHMX02330,"Calcio, Magnesio y Polvo de Hueso, Bone Meal Powder + Cal-Mag DK, NOW | Función Muscular | 450 gr",454 gramos,Cucharaditas,1,454,162,alta,imagen,"etiqueta: Serving Size 1 Level Teaspoon (approx. 2.8g), Servings Per Container about 162 — batch decía Medidas, corregido a Cucharaditas"
VHMX02297,"Calcio y Magnesio de Now con Vitamina D3 y Zinc | Complementa dietas bajas en calcio, función muscular | 240 Cápsulas",240 Cápsulas,Softgels,2,240,120,alta,texto,Tomar 2 cápsulas blandas
VHMX02287,Calcio Magnesio DK de Now |Refuerza la utilización del calcio con vitamina K2 |180  Capsulas,180 Cápsulas,Cápsulas,2,180,90,alta,texto,Tomar 2 cápsulas
VHMX02176,Magnesio 400 mg de NOW Flow | Apoya la salud del sistema nervioso | 180 cápsulas,180 Cápsulas,Cápsulas,1,180,180,alta,texto,Tomar 1 cápsula
VHMX02255,Glicinato de Magnesio con BioPerine® de Now Foods | Favorece la función muscular y la relajación | 180 Cápsulas,180 Cápsulas,Cápsulas vegetales,2,180,90,alta,texto,Tomar 2 cápsulas vegetales
VHMX02286,Magnesio Citrato NOW | Suplemento con Magnesio de Alta Biodisponibilidad | 60 y 100 Tabletas,60 Tabletas,Tabletas,2,60,30,alta,texto,Consumir 2 tabletas
VHMX02251,Magnesio Citrato NOW | Suplemento con Magnesio de Alta Biodisponibilidad | 60 y 100 Tabletas,100 Tabletas,Tabletas,2,100,50,alta,texto,Consumir 2 tabletas
VHMX02328,"Comprimidos de Citrato de Magnesio de 200 mg | Apoya el sistema nervioso, función muscular  | 250 Comprimidos",250 comprimidos,Tabletas,2,250,125,alta,texto,Tomar 2 tabletas
VHMX02337,Magnesio e Inositol Relax NOW | Apoya la función y energía celular diaria | 454 g,454 gramos,Cucharaditas,2,454,76,alta,imagen,"etiqueta: Serving Size 2 Level Teaspoons (approx. 6g), Servings Per Container about 76"
VHMX02336,Citrato de Magnesio 400mg | Función Muscular y Sistema Nervioso| 240 Cápsulas,240 Cápsulas,Cápsulas,3,240,80,alta,texto,Tomar 3 cápsulas
VHMX02248,Minerales coloidales de Now | Función Metabólica | 946 ml,946 ml,ml,30,946,32,alta,imagen,"etiqueta: Serving Size 1 fl oz (2 TBSP / 30 mL), Servings Per Container about 32"
VHMX02196,Cromo GTF 200 mcg de NOW Foods | Ayuda a mantener niveles normales de azúcar | 100 tabletas,100 Tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX02227,Cloruro de Potasio en Polvo Now Foods | Apoyo a la función Muscular| 227 g,227 gr,Cucharaditas,0.125,227,324,alta,imagen,"etiqueta: Serving Size 1/8 Teaspoon (approx. 0.7g), Servings Per Container about 324 — batch tenía unidad=Gramos y dosis=0.7 (eran gramos del serving, no la dosis en cucharaditas)"
VHMX02261,"Potasio Gluconato de Now Foods | Función Muscular, ayuda en la recuperación tras ejercicio |  100 tabletas",100 Tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX02204,L-OptiZinc 30 mg con Cobre de NOW Foods | Favorece el equilibrio mineral en el organismo |100 cápsulas,100 Cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX02188,"DHA Kids de Now | Sistema nervioso, función cognitiva y crecimiento | 60 Cápsulas",60 Cápsulas,Cápsulas,2,60,30,alta,texto,masticar 2 cápsulas
VHMX02231,"Aceite de Onagra 500 mg, Now| Contribuye al equilibrio hormonal femenino | 100 Cápsulas",100 Cápsulas,Softgels,3,100,33.3,alta,texto,Tomar 3 softgels
VHMX02192,Aceite de Ajo 1500 mg de Now | Contribuye al fortalecimiento del sistema inmune | 250 Cápsulas,250 Cápsulas,Softgels,3,250,83.3,alta,texto,Tomar 3 softgels
VHMX02213,Omega 3-6-9 1000 mg de Now | Contribuye a la elasticidad y firmeza de la piel | 100 y 250 Cápsulas,250 Cápsulas,Softgels,2,250,125,alta,texto,Tomar 2 softgels
VHMX02314,Omega 3-6-9 1000 mg de Now | Contribuye a la elasticidad y firmeza de la piel | 100 y 250 Cápsulas,100 Capsulas,Softgels,2,100,50,alta,texto,Tomar 2 softgels
VHMX02223,Super Omega 3-6-9 NOW 1200 mg | Apoyo Cardiovascular |  90 cápsulas blandas,90 Cápsulas,Softgels,2,90,45,alta,texto,Tomar 2 cápsulas blandas
VHMX02299,Proteína de caldo de hueso de res de Now |  Bienestar óseo y articular  | 544 g,544 Gramos,Medidas,1,544,18,alta,imagen,"etiqueta: Serving size 1 level scoop (30g), About 18 servings per container"
VHMX02293,Energía Sostenida de Now | Rendimiento Físico | 90 cápsulas vegetales,90 Cápsulas,Cápsulas vegetales,2,90,45,alta,texto,Tomar 2 cápsulas vegetales
VHMX02304,Beta Alanina de Now Foods 750 mg | Rendimiento y Recuperación | 120 cápsulas vegetales,120 Cápsulas,Cápsulas vegetales,3,120,40,alta,texto,Tomar 3 cápsulas vegetales
VHMX02238,Creatina Monohidratada de now 750 mg  |  Mejora la fuerza y potencia muscular  | 120 Cápsulas,120 Cápsulas,Cápsulas vegetales,6,120,20,alta,texto,Tomar 6 cápsulas vegetales
VHMX02323,Proteína vegetal orgánica de Now |  454g,454 gramos / Sin sabor,Medidas,1,454,14,alta,imagen,"etiqueta: Serving size 1 level scoop (32g), About 14 servings per container"
VHMX02324,Proteína vegetal orgánica de Now |  454g,454 gramos / Vainilla,Medidas,1,454,14,alta,imagen,"etiqueta: Serving size 1 level scoop (32g), About 14 servings per container (misma fórmula que 02323, variante Vainilla)"
VHMX02325,Proteína vegetal orgánica de Now |  454g,454 gramos / Chocolate,Medidas,1,454,14,alta,imagen,"etiqueta: Serving size 1 level scoop (32g), About 14 servings per container (misma fórmula que 02323, variante Chocolate)"
VHMX02300,Crema rejuvenecedora MSM Healthy Skin de NOW | 237 ml,237 ml,N/A,,,,na,imagen,"crema tópica MSM Healthy Skin Liposome Lotion — producto de uso externo, no tiene porción/serving"
VHMX02284,MSM 1500 mg de Now |  Producción de colágeno y queratina | 200 tabletas,200 Tabletas,Tabletas,2,200,100,alta,texto,Tomar 2 tabletas
VHMX02203,TestoJack 100 NOW Foods | Energía y vitalidad masculina |60 cápsulas,60 tabletas,Cápsulas vegetales,2,60,30,alta,imagen,"etiqueta: 60 Veg Capsules, Suggested Use: Take 2 capsules daily, Serving Size 2 — batch decía Cápsulas, corregido a Cápsulas vegetales"
VHMX02321,Proteína de Suero con BCAA y GLutamina de Now | Desarrollo Muscular | 907 gr,907 gramos / Vainilla,Medidas,1,907,21,alta,imagen,"etiqueta: Serving size 1 level scoop (43g), About 21 servings per container (variante Vainilla)"
VHMX02322,Proteína de Suero con BCAA y GLutamina de Now | Desarrollo Muscular | 907 gr,907 gramos / Chocolate,Medidas,1,907,21,alta,imagen,"etiqueta: Serving size 1 level scoop (43g), About 21 servings per container (variante Chocolate)"
